Date	    Open	    Close
07.22.24	0.140167	0.137881
07.23.24	0.137882	0.130391
07.24.24	0.130386	0.128088
07.25.24	0.128089	0.125221
07.26.24	0.125222	0.134318
07.27.24	0.134318	0.131592
07.28.24	0.131597	0.130075
07.29.24	0.130076	0.128674
07.30.24	0.128662	0.125595
07.31.24	0.125593	0.122014
08.01.24	0.122021	0.119236
08.02.24	0.119235	0.111508
08.03.24	0.111507	0.108169
08.04.24	0.108169	0.103733
08.05.24	0.103732	0.094503
08.06.24	0.094502	0.096371
08.07.24	0.096371	0.095515
08.08.24	0.095515	0.107404
08.09.24	0.107409	0.103974
08.10.24	0.103974	0.105202
08.11.24	0.105203	0.100566
08.12.24	0.100566	0.107767
08.13.24	0.107767	0.106416
08.14.24	0.106416	0.102555
08.15.24	0.102555	0.100267
08.16.24	0.100267	0.100439
08.17.24	0.100439	0.102755
08.18.24	0.102755	0.100172
08.19.24	0.100172	0.101504
08.20.24	0.101506	0.103001
08.21.24	0.103	    0.106157
08.22.24	0.106157	0.105308
08.23.24	0.105308	0.112927
08.24.24	0.112927	0.112631
08.25.24	0.112631	0.109698
08.26.24	0.109699	0.105292
08.27.24	0.105292	0.099056
08.28.24	0.099056	0.099627
08.29.24	0.099627	0.100425
08.30.24	0.100425	0.102043
08.31.24	0.102043	0.101332
09.01.24	0.101332	0.095354
09.02.24	0.095354	0.099115
09.03.24	0.099115	0.096719
09.04.24	0.096715	0.098025
09.05.24	0.098025	0.098309
09.06.24	0.098309	0.092484
09.07.24	0.092484	0.095261
09.08.24	0.095261	0.09608
09.09.24	0.09608	    0.103829
09.10.24	0.103829	0.102712
09.11.24	0.102712	0.101378
09.12.24	0.101378	0.102799
09.13.24	0.102799	0.107114
09.14.24	0.107113	0.105467
09.15.24	0.105467	0.102933
09.16.24	0.102938	0.099693
09.17.24	0.099696	0.101137
09.18.24	0.101137	0.103585
09.19.24	0.103585	0.105031
09.20.24	0.105031	0.105471
09.21.24	0.105471	0.110049
09.22.24	0.110049	0.106339
09.23.24	0.106339	0.108156
09.24.24	0.108156	0.109775
09.25.24	0.109775	0.108504
09.26.24	0.108504	0.118176
09.27.24	0.118176	0.123714
09.28.24	0.123714	0.128671
09.29.24	0.12867	    0.124674
09.30.24	0.124669	0.114428
10.01.24	0.114427	0.107043
10.02.24	0.107043	0.104759
10.03.24	0.104758	0.105099
10.04.24	0.105099	0.109264
10.05.24	0.109264	0.109487
10.06.24	0.109487	0.11148
10.07.24	0.11148	    0.108655
10.08.24	0.108652	0.107044
10.09.24	0.107044	0.107939
10.10.24	0.107937	0.10598
10.11.24	0.10598	   	0.110733
10.12.24	0.110733	0.111416
10.13.24	0.111416	0.111336
10.14.24	0.111336	0.116654
10.15.24	0.116654	0.117527
10.16.24	0.117525	0.125773
10.17.24	0.125773	0.129658
10.18.24	0.12966	    0.137213
10.19.24	0.137213	0.144527
10.20.24	0.144526	0.142083
10.21.24	0.142084	0.14369
10.22.24	0.14369	    0.139508
10.23.24	0.139511	0.138497
10.24.24	0.139901	0.141987
10.25.24	0.141988	0.131013
10.26.24	0.131013	0.137357
10.27.24	0.137357	0.144312
10.28.24	0.144311	0.16115
10.29.24	0.161152	0.175839
10.30.24	0.175839	0.168146
10.31.24	0.168146	0.161372
11.01.24	0.161372	0.159185
11.02.24	0.159189	0.159316
11.03.24	0.159316	0.151454
11.04.24	0.151454	0.158346
11.05.24	0.158345	0.17018
11.06.24	0.170188	0.196658
11.07.24	0.196658	0.193159
11.08.24	0.193159	0.202132
11.09.24	0.202131	0.218761
11.10.24	0.218794	0.279095
11.11.24	0.279095	0.349521
11.12.24	0.349521	0.382221
11.13.24	0.382218	0.399523
11.14.24	0.399523	0.361646
11.15.24	0.361713	0.379189
11.16.24	0.37919	    0.363748
11.17.24	0.36375		0.36656
11.18.24	0.36657		0.371741
11.19.24	0.37174		0.391356
11.20.24	0.39134		0.377497
11.21.24	0.377497	0.387617
11.22.24	0.387626	0.412924
11.23.24	0.412924	0.430012
11.24.24	0.430012	0.429882
11.25.24	0.429895	0.39334
11.26.24	0.393311	0.387618
11.27.24	0.387615	0.401525
11.28.24	0.401515	0.402018
11.29.24	0.402019	0.425839
11.30.24	0.425839	0.421971
12.01.24	0.421968	0.440023
12.02.24	0.440049	0.42467
12.03.24	0.424672	0.407882
12.04.24	0.407851	0.431957
12.05.24	0.431903	0.430586
12.06.24	0.427894	0.435709
12.07.24	0.435712	0.453887
12.08.24	0.453891	0.467297
12.09.24	0.467299	0.414719
12.10.24	0.414722	0.39452
12.11.24	0.394512	0.414492
12.12.24	0.414495	0.406548
12.13.24	0.406548	0.409081
12.14.24	0.409081	0.397976
12.15.24	0.397972	0.406272
12.16.24	0.406295	0.401934
12.17.24	0.401935	0.394337
12.18.24	0.394341	0.358039
12.19.24	0.358047	0.315066
12.20.24	0.315054	0.317713
12.21.24	0.317719	0.320951
12.22.24	0.320904	0.312192
12.23.24	0.312199	0.324219
12.24.24	0.324218	0.336924
12.25.24	0.336926	0.334319
12.26.24	0.334304	0.312256
12.27.24	0.312255	0.311036
12.28.24	0.311056	0.323919
12.29.24	0.323917	0.31432
